Year,Municipality,AGE,UNIT_MEASURE,Sex,Value
2013,Oštra Luka,0-4,Number,F,386
2013,Oštra Luka,0-4,Number,Both sexes,1962
2013,Pale - FBiH,0-4,Number,M,956
2013,Pale - FBiH,0-4,Number,F,1006
2013,Pale - FBiH,0-4,Number,Both sexes,589
2013,Pale - RS,0-4,Number,M,328
2013,Pale - RS,0-4,Number,F,261
2013,Pale - RS,0-4,Number,Both sexes,199
2013,Pelagićevo,0-4,Number,M,124
2013,Pelagićevo,0-4,Number,F,75
2013,Pelagićevo,0-4,Number,Both sexes,1660
2013,Petrovac,0-4,Number,M,796
2013,Petrovac,0-4,Number,F,864
2013,Petrovac,0-4,Number,Both sexes,6573
2013,Petrovo,0-4,Number,M,3325
2013,Petrovo,0-4,Number,F,3248
2013,Petrovo,0-4,Number,Both sexes,1277
2013,Posušje,0-4,Number,M,621
2013,Posušje,0-4,Number,F,656
2013,Posušje,0-4,Number,Both sexes,1330
2013,Prijedor,0-4,Number,M,635
2013,Prijedor,0-4,Number,F,695
2013,Prijedor,0-4,Number,Both sexes,2387
2013,Prnjavor,0-4,Number,M,1159
2013,Prnjavor,0-4,Number,F,1228
2013,Prnjavor,0-4,Number,Both sexes,1463
2013,Prozor,0-4,Number,M,724
2013,Prozor,0-4,Number,F,739
2013,Prozor,0-4,Number,Both sexes,1145
2013,Ravno,0-4,Number,M,555
2013,Ravno,0-4,Number,F,590
2013,Ravno,0-4,Number,Both sexes,4738
2013,Ribnik,0-4,Number,M,2396
2013,Ribnik,0-4,Number,F,2342
2013,Ribnik,0-4,Number,Both sexes,4111
2013,Rogatica,0-4,Number,M,1842
2013,Rogatica,0-4,Number,F,2269
2013,Rogatica,0-4,Number,Both sexes,409
2013,Rudo,0-4,Number,M,203
2013,Rudo,0-4,Number,F,206
2013,Rudo,0-4,Number,Both sexes,2034
2013,Sanski Most,0-4,Number,M,1017
2013,Sanski Most,0-4,Number,F,1017
2013,Sanski Most,0-4,Number,Both sexes,759
2013,Sapna,0-4,Number,M,391
2013,Sapna,0-4,Number,F,368
2013,Sapna,0-4,Number,Both sexes,1265
2013,Sokolac,0-4,Number,M,627
2013,Sokolac,0-4,Number,F,638
2013,Sokolac,0-4,Number,Both sexes,1377
2013,Srbac,0-4,Number,M,708
2013,Srbac,0-4,Number,F,669
2013,Srbac,0-4,Number,Both sexes,2078
2013,Srebrenica,0-4,Number,M,1050
2013,Srebrenica,0-4,Number,F,1028
2013,Srebrenica,0-4,Number,Both sexes,5589
2013,Srebrenik,0-4,Number,M,2676
2013,Srebrenik,0-4,Number,F,2913
2013,Srebrenik,0-4,Number,Both sexes,800
2013,Sarajevo - Stari Grad,0-4,Number,M,414
2013,Sarajevo - Stari Grad,0-4,Number,F,386
2013,Sarajevo - Stari Grad,0-4,Number,Both sexes,316
2013,Stolac,0-4,Number,M,161
2013,Stolac,0-4,Number,F,155
2013,Stolac,0-4,Number,Both sexes,166
2013,Šamac,0-4,Number,M,97
2013,Šamac,0-4,Number,F,69
2013,Šamac,0-4,Number,Both sexes,361
2013,Šekovići,0-4,Number,M,194
2013,Šekovići,0-4,Number,F,167
2013,Šekovići,0-4,Number,Both sexes,1130
2013,Šipovo,0-4,Number,M,520
2013,Šipovo,0-4,Number,F,610
2013,Šipovo,0-4,Number,Both sexes,261
2013,Široki Brijeg,0-4,Number,M,138
2013,Široki Brijeg,0-4,Number,F,123
2013,Široki Brijeg,0-4,Number,Both sexes,503
2013,Teočak,0-4,Number,M,262
2013,Teočak,0-4,Number,F,241
2013,Teočak,0-4,Number,Both sexes,135
2013,Teslić,0-4,Number,M,79
2013,Teslić,0-4,Number,F,56
2013,Teslić,0-4,Number,Both sexes,1469
2013,Tešanj,0-4,Number,M,772
2013,Tešanj,0-4,Number,F,697
2013,Tešanj,0-4,Number,Both sexes,1085
2013,Tomislavgrad,0-4,Number,M,575
2013,Tomislavgrad,0-4,Number,F,510
2013,Tomislavgrad,0-4,Number,Both sexes,776
2013,Travnik,0-4,Number,M,400
2013,Travnik,0-4,Number,F,376
2013,Travnik,0-4,Number,Both sexes,256
2013,Trebinje,0-4,Number,M,148
2013,Trebinje,0-4,Number,F,108
2013,Trebinje,0-4,Number,Both sexes,1715
2013,Trnovo - FBiH,0-4,Number,M,821
2013,Trnovo - FBiH,0-4,Number,F,894
2013,Trnovo - FBiH,0-4,Number,Both sexes,1497
2013,Trnovo - RS,0-4,Number,M,781
2013,Trnovo - RS,0-4,Number,F,716
2013,Trnovo - RS,0-4,Number,Both sexes,3546
2013,Tuzla,0-4,Number,M,1633
2013,Tuzla,0-4,Number,F,1913
2013,Tuzla,0-4,Number,Both sexes,2906
2013,Ugljevik,0-4,Number,M,1388
2013,Ugljevik,0-4,Number,F,1518
2013,Ugljevik,0-4,Number,Both sexes,3780
2013,Usora,0-4,Number,M,1832
2013,Usora,0-4,Number,F,1948
2013,Usora,0-4,Number,Both sexes,1344
2013,Vareš,0-4,Number,M,745
2013,Vareš,0-4,Number,F,599
2013,Vareš,0-4,Number,Both sexes,1952
2013,Velika Kladuša,0-4,Number,M,941
2013,Velika Kladuša,0-4,Number,F,1011
2013,Velika Kladuša,0-4,Number,Both sexes,326
2013,Visoko,0-4,Number,M,171
2013,Visoko,0-4,Number,F,155
2013,Visoko,0-4,Number,Both sexes,5065
2013,Višegrad,0-4,Number,M,2472
2013,Višegrad,0-4,Number,F,2593
2013,Višegrad,0-4,Number,Both sexes,1519
2013,Vitez,0-4,Number,M,692
2013,Vitez,0-4,Number,F,827
2013,Vitez,0-4,Number,Both sexes,1159
2013,Vlasenica,0-4,Number,M,541
2013,Vlasenica,0-4,Number,F,618
2013,Vlasenica,0-4,Number,Both sexes,10
2013,Sarajevo - Vogošća,0-4,Number,M,9
2013,Sarajevo - Vogošća,0-4,Number,F,1
2013,Sarajevo - Vogošća,0-4,Number,Both sexes,15
2013,Vukosavlje,0-4,Number,M,8
2013,Vukosavlje,0-4,Number,F,7
2013,Vukosavlje,0-4,Number,Both sexes,97
2013,Zavidovići,0-4,Number,M,47
2013,Zavidovići,0-4,Number,F,50
2013,Zavidovići,0-4,Number,Both sexes,756
2013,Zenica,0-4,Number,M,332
2013,Zenica,0-4,Number,F,424
2013,Zenica,0-4,Number,Both sexes,938
2013,Zvornik,0-4,Number,M,458
2013,Zvornik,0-4,Number,F,480
2013,Zvornik,0-4,Number,Both sexes,1976
2013,Žepče,0-4,Number,M,999
2013,Žepče,0-4,Number,F,977
2013,Žepče,0-4,Number,Both sexes,107
2013,Živinice,0-4,Number,M,51
2013,Živinice,0-4,Number,F,56
2013,Živinice,0-4,Number,Both sexes,3055
2013,Banja Luka,5-9,Number,M,1527
2013,Banja Luka,5-9,Number,F,1528
2013,Banja Luka,5-9,Number,Both sexes,2670
2013,Banovići,5-9,Number,M,1334
2013,Banovići,5-9,Number,F,1336
2013,Banovići,5-9,Number,Both sexes,180
2013,Berkovići,5-9,Number,M,103
2013,Berkovići,5-9,Number,F,77
2013,Berkovići,5-9,Number,Both sexes,1615
2013,Bihać,5-9,Number,M,806
2013,Bihać,5-9,Number,F,809
2013,Bihać,5-9,Number,Both sexes,1001
2013,Bijeljina,5-9,Number,M,494
2013,Bijeljina,5-9,Number,F,507
2013,Bijeljina,5-9,Number,Both sexes,1311
2013,Bileća,5-9,Number,M,671
2013,Bileća,5-9,Number,F,640
2013,Bileća,5-9,Number,Both sexes,819
2013,Bosanska Krupa,5-9,Number,M,420
2013,Bosanska Krupa,5-9,Number,F,399
2013,Bosanska Krupa,5-9,Number,Both sexes,1920
2013,Bosanski Petrovac,5-9,Number,M,960
2013,Bosanski Petrovac,5-9,Number,F,960
2013,Bosanski Petrovac,5-9,Number,Both sexes,512
2013,Bosansko Grahovo,5-9,Number,M,236
2013,Bosansko Grahovo,5-9,Number,F,276
2013,Bosansko Grahovo,5-9,Number,Both sexes,1486
2013,Bratunac,5-9,Number,M,753
2013,Bratunac,5-9,Number,F,733
2013,Bratunac,5-9,Number,Both sexes,1871
2013,Brčko,5-9,Number,M,932
2013,Brčko,5-9,Number,F,939
2013,Brčko,5-9,Number,Both sexes,474
2013,Breza,5-9,Number,M,243
2013,Breza,5-9,Number,F,231
2013,Breza,5-9,Number,Both sexes,122
2013,Brod,5-9,Number,M,78
2013,Brod,5-9,Number,F,44
2013,Brod,5-9,Number,Both sexes,487
2013,Bugojno,5-9,Number,M,267
2013,Bugojno,5-9,Number,F,220
2013,Bugojno,5-9,Number,Both sexes,17
2013,Busovača,5-9,Number,M,11
2013,Busovača,5-9,Number,F,6
2013,Busovača,5-9,Number,Both sexes,2617
2013,Bužim,5-9,Number,M,1294
2013,Bužim,5-9,Number,F,1323
2013,Bužim,5-9,Number,Both sexes,2616
2013,Cazin,5-9,Number,M,1377
2013,Cazin,5-9,Number,F,1239
2013,Cazin,5-9,Number,Both sexes,1384
2013,Sarajevo - Centar,5-9,Number,M,766
2013,Sarajevo - Centar,5-9,Number,F,618
2013,Sarajevo - Centar,5-9,Number,Both sexes,4135
2013,Čajniče,5-9,Number,M,2031
2013,Čajniče,5-9,Number,F,2104
2013,Čajniče,5-9,Number,Both sexes,283
2013,Čapljina,5-9,Number,M,138
2013,Čapljina,5-9,Number,F,145
2013,Čapljina,5-9,Number,Both sexes,2059
2013,Čelić,5-9,Number,M,1089
2013,Čelić,5-9,Number,F,970
2013,Čelić,5-9,Number,Both sexes,1865
2013,Čelinac,5-9,Number,M,905
2013,Čelinac,5-9,Number,F,960
2013,Čelinac,5-9,Number,Both sexes,961
2013,Čitluk,5-9,Number,M,444
2013,Čitluk,5-9,Number,F,517
2013,Čitluk,5-9,Number,Both sexes,2070
2013,Derventa,5-9,Number,M,1022
2013,Derventa,5-9,Number,F,1048
2013,Derventa,5-9,Number,Both sexes,8226
2013,Doboj,5-9,Number,M,3958
2013,Doboj,5-9,Number,F,4268
2013,Doboj,5-9,Number,Both sexes,1154
2013,Doboj-Istok,5-9,Number,M,539
2013,Doboj-Istok,5-9,Number,F,615
2013,Doboj-Istok,5-9,Number,Both sexes,429
2013,Doboj-Jug,5-9,Number,M,213
2013,Doboj-Jug,5-9,Number,F,216
2013,Doboj-Jug,5-9,Number,Both sexes,958
2013,Dobretići,5-9,Number,M,526
2013,Dobretići,5-9,Number,F,432
2013,Dobretići,5-9,Number,Both sexes,2386
2013,Domaljevac-Šamac,5-9,Number,M,1253
2013,Domaljevac-Šamac,5-9,Number,F,1133
2013,Domaljevac-Šamac,5-9,Number,Both sexes,8559
2013,Donji Vakuf,5-9,Number,M,3915
2013,Donji Vakuf,5-9,Number,F,4644
2013,Donji Vakuf,5-9,Number,Both sexes,1917
2013,Donji Žabar,5-9,Number,M,927
2013,Donji Žabar,5-9,Number,F,990
2013,Donji Žabar,5-9,Number,Both sexes,255
2013,Drvar,5-9,Number,M,130
2013,Drvar,5-9,Number,F,125
2013,Drvar,5-9,Number,Both sexes,4908
2013,Foča - FBiH,5-9,Number,M,2285
2013,Foča - FBiH,5-9,Number,F,2623
2013,Foča - FBiH,5-9,Number,Both sexes,1572
2013,Foča - RS,5-9,Number,M,806
2013,Foča - RS,5-9,Number,F,766
2013,Foča - RS,5-9,Number,Both sexes,959
2013,Fojnica,5-9,Number,M,495
2013,Fojnica,5-9,Number,F,464
2013,Fojnica,5-9,Number,Both sexes,1602
2013,Gacko,5-9,Number,M,868
2013,Gacko,5-9,Number,F,734
2013,Gacko,5-9,Number,Both sexes,492
2013,Glamoč,5-9,Number,M,271
2013,Glamoč,5-9,Number,F,221
2013,Glamoč,5-9,Number,Both sexes,211
2013,Goražde,5-9,Number,M,129
2013,Goražde,5-9,Number,F,82
2013,Goražde,5-9,Number,Both sexes,64
2013,Gornji Vakuf-Uskoplje,5-9,Number,M,39
2013,Gornji Vakuf-Uskoplje,5-9,Number,F,25
2013,Gornji Vakuf-Uskoplje,5-9,Number,Both sexes,1689
2013,Gračanica,5-9,Number,M,775
2013,Gračanica,5-9,Number,F,914
2013,Gračanica,5-9,Number,Both sexes,387
2013,Gradačac,5-9,Number,M,222
2013,Gradačac,5-9,Number,F,165
2013,Gradačac,5-9,Number,Both sexes,23
2013,Gradiška,5-9,Number,M,14
2013,Gradiška,5-9,Number,F,9
2013,Gradiška,5-9,Number,Both sexes,574
2013,Grude,5-9,Number,M,267
2013,Grude,5-9,Number,F,307
2013,Grude,5-9,Number,Both sexes,1442
2013,Sarajevo - Hadžići,5-9,Number,M,756
2013,Sarajevo - Hadžići,5-9,Number,F,686
2013,Sarajevo - Hadžići,5-9,Number,Both sexes,7244
2013,Han Pijesak,5-9,Number,M,3689
2013,Han Pijesak,5-9,Number,F,3555
2013,Han Pijesak,5-9,Number,Both sexes,2618
2013,Sarajevo - Ilidža,5-9,Number,M,1352
2013,Sarajevo - Ilidža,5-9,Number,F,1266
2013,Sarajevo - Ilidža,5-9,Number,Both sexes,1048
2013,Sarajevo - Ilijaš,5-9,Number,M,526
2013,Sarajevo - Ilijaš,5-9,Number,F,522
2013,Sarajevo - Ilijaš,5-9,Number,Both sexes,275
2013,Istočna Ilidža,5-9,Number,M,154
2013,Istočna Ilidža,5-9,Number,F,121
2013,Istočna Ilidža,5-9,Number,Both sexes,445
2013,Istočni Drvar,5-9,Number,M,244
2013,Istočni Drvar,5-9,Number,F,201
2013,Istočni Drvar,5-9,Number,Both sexes,835
2013,Municipality,AGE,Number,M,429
2013,Banja Luka,Total,Number,F,406
2013,Banja Luka,Total,Number,Both sexes,663
2013,Banja Luka,Total,Number,M,346
2013,Banovići,Total,Number,F,317
2013,Banovići,Total,Number,Both sexes,3391
2013,Banovići,Total,Number,M,1709
2013,Berkovići,Total,Number,F,1682
2013,Berkovići,Total,Number,Both sexes,729
2013,Berkovići,Total,Number,M,364
2013,Bihać,Total,Number,F,365
2013,Bihać,Total,Number,Both sexes,992
2013,Bihać,Total,Number,M,484
2013,Bijeljina,Total,Number,F,508
2013,Bijeljina,Total,Number,Both sexes,1243
2013,Bijeljina,Total,Number,M,638
2013,Bileća,Total,Number,F,605
2013,Bileća,Total,Number,Both sexes,1024
2013,Bileća,Total,Number,M,526
2013,Bosanska Krupa,Total,Number,F,498
2013,Bosanska Krupa,Total,Number,Both sexes,3106
2013,Bosanska Krupa,Total,Number,M,1532
2013,Bosanski Petrovac,Total,Number,F,1574
2013,Bosanski Petrovac,Total,Number,Both sexes,2918
2013,Bosanski Petrovac,Total,Number,M,1324
2013,Bosansko Grahovo,Total,Number,F,1594
2013,Bosansko Grahovo,Total,Number,Both sexes,1150
2013,Bosansko Grahovo,Total,Number,M,617
2013,Bratunac,Total,Number,F,533
2013,Bratunac,Total,Number,Both sexes,1434
2013,Bratunac,Total,Number,M,685
2013,Brčko,Total,Number,F,749
2013,Brčko,Total,Number,Both sexes,603
2013,Brčko,Total,Number,M,325
2013,Breza,Total,Number,F,278
2013,Breza,Total,Number,Both sexes,825
2013,Breza,Total,Number,M,431
2013,Brod,Total,Number,F,394
2013,Brod,Total,Number,Both sexes,2154
2013,Brod,Total,Number,M,1171
2013,Bugojno,Total,Number,F,983
2013,Bugojno,Total,Number,Both sexes,591
2013,Bugojno,Total,Number,M,302
2013,Busovača,Total,Number,F,289
2013,Busovača,Total,Number,Both sexes,2920
2013,Busovača,Total,Number,M,1401
2013,Bužim,Total,Number,F,1519
2013,Bužim,Total,Number,Both sexes,3156
2013,Bužim,Total,Number,M,1548
2013,Cazin,Total,Number,F,1608
2013,Cazin,Total,Number,Both sexes,2291
2013,Cazin,Total,Number,M,1247
2013,Sarajevo - Centar,Total,Number,F,1044
2013,Sarajevo - Centar,Total,Number,Both sexes,4039
2013,Sarajevo - Centar,Total,Number,M,1915
2013,Čajniče,Total,Number,F,2124
2013,Čajniče,Total,Number,Both sexes,2248
2013,Čajniče,Total,Number,M,1048
2013,Čapljina,Total,Number,F,1200
2013,Čapljina,Total,Number,Both sexes,113
2013,Čapljina,Total,Number,M,62
2013,Čelić,Total,Number,F,51
2013,Čelić,Total,Number,Both sexes,179
2013,Čelić,Total,Number,M,81
2013,Čelinac,Total,Number,F,98
2013,Čelinac,Total,Number,Both sexes,9910
2013,Čelinac,Total,Number,M,4654
2013,Čitluk,Total,Number,F,5256
2013,Čitluk,Total,Number,Both sexes,1373
2013,Čitluk,Total,Number,M,738
2013,Derventa,Total,Number,F,635
2013,Derventa,Total,Number,Both sexes,525
2013,Derventa,Total,Number,M,285
2013,Doboj,Total,Number,F,240
2013,Doboj,Total,Number,Both sexes,850
2013,Doboj,Total,Number,M,448
2013,Doboj-Istok,Total,Number,F,402
2013,Doboj-Istok,Total,Number,Both sexes,2659
2013,Doboj-Istok,Total,Number,M,1212
2013,Doboj-Jug,Total,Number,F,1447
2013,Doboj-Jug,Total,Number,Both sexes,3065
2013,Doboj-Jug,Total,Number,M,1492
2013,Dobretići,Total,Number,F,1573
2013,Dobretići,Total,Number,Both sexes,886
2013,Dobretići,Total,Number,M,425
2013,Domaljevac-Šamac,Total,Number,F,461
2013,Domaljevac-Šamac,Total,Number,Both sexes,2105
2013,Domaljevac-Šamac,Total,Number,M,1032
2013,Donji Vakuf,Total,Number,F,1073
2013,Donji Vakuf,Total,Number,Both sexes,921
2013,Donji Vakuf,Total,Number,M,436
2013,Donji Žabar,Total,Number,F,485
2013,Donji Žabar,Total,Number,Both sexes,2046
2013,Donji Žabar,Total,Number,M,952
2013,Drvar,Total,Number,F,1094
2013,Drvar,Total,Number,Both sexes,338
2013,Drvar,Total,Number,M,175
2013,Foča - FBiH,Total,Number,F,163
2013,Foča - FBiH,Total,Number,Both sexes,2991
2013,Foča - FBiH,Total,Number,M,1462
2013,Foča - RS,Total,Number,F,1529
2013,Foča - RS,Total,Number,Both sexes,9067
2013,Foča - RS,Total,Number,M,4379
2013,Fojnica,Total,Number,F,4688
2013,Fojnica,Total,Number,Both sexes,4664
2013,Fojnica,Total,Number,M,2256
2013,Gacko,Total,Number,F,2408
2013,Gacko,Total,Number,Both sexes,2372
2013,Gacko,Total,Number,M,1230
2013,Glamoč,Total,Number,F,1142
2013,Glamoč,Total,Number,Both sexes,4881
2013,Glamoč,Total,Number,M,2366
2013,Goražde,Total,Number,F,2515
2013,Goražde,Total,Number,Both sexes,14345
2013,Goražde,Total,Number,M,6705
2013,Gornji Vakuf-Uskoplje,Total,Number,F,7640
2013,Gornji Vakuf-Uskoplje,Total,Number,Both sexes,1726
2013,Gornji Vakuf-Uskoplje,Total,Number,M,826
2013,Gračanica,Total,Number,F,900
2013,Gračanica,Total,Number,Both sexes,123
2013,Gračanica,Total,Number,M,56
2013,Gradačac,Total,Number,F,67
2013,Gradačac,Total,Number,Both sexes,3766
2013,Gradačac,Total,Number,M,1800
2013,Gradiška,Total,Number,F,1966
2013,Gradiška,Total,Number,Both sexes,8270
2013,Gradiška,Total,Number,M,4039
2013,Grude,Total,Number,F,4231
2013,Grude,Total,Number,Both sexes,782
2013,Grude,Total,Number,M,387
2013,Sarajevo - Hadžići,Total,Number,F,395
2013,Sarajevo - Hadžići,Total,Number,Both sexes,1714
2013,Sarajevo - Hadžići,Total,Number,M,816
2013,Han Pijesak,Total,Number,F,898
2013,Han Pijesak,Total,Number,Both sexes,623
2013,Han Pijesak,Total,Number,M,325
2013,Sarajevo - Ilidža,Total,Number,F,298
2013,Sarajevo - Ilidža,Total,Number,Both sexes,232
2013,Sarajevo - Ilidža,Total,Number,M,143
2013,Sarajevo - Ilijaš,Total,Number,F,89
2013,Sarajevo - Ilijaš,Total,Number,Both sexes,1575
2013,Sarajevo - Ilijaš,Total,Number,M,775
2013,Istočna Ilidža,Total,Number,F,800
2013,Istočna Ilidža,Total,Number,Both sexes,5775
2013,Istočna Ilidža,Total,Number,M,2862
2013,Istočni Drvar,Total,Number,F,2913
2013,Istočni Drvar,Total,Number,Both sexes,1174
2013,Istočni Drvar,Total,Number,M,591
2013,Istočni Mostar,Total,Number,F,583
2013,Istočni Mostar,Total,Number,Both sexes,1234
2013,Istočni Mostar,Total,Number,M,596
2013,Istočni Stari Grad,Total,Number,F,638
2013,Istočni Stari Grad,Total,Number,Both sexes,2138
2013,Istočni Stari Grad,Total,Number,M,1030
2013,Istočno Novo Sarajevo,Total,Number,F,1108
2013,Istočno Novo Sarajevo,Total,Number,Both sexes,1223
2013,Istočno Novo Sarajevo,Total,Number,M,615
2013,Jablanica,Total,Number,F,608
2013,Jablanica,Total,Number,Both sexes,917
2013,Jablanica,Total,Number,M,463
2013,Jajce,Total,Number,F,454
2013,Jajce,Total,Number,Both sexes,3514
2013,Jajce,Total,Number,M,1717
2013,Jezero,Total,Number,F,1797
2013,Jezero,Total,Number,Both sexes,4539
2013,Jezero,Total,Number,M,2033
2013,Kakanj,Total,Number,F,2506
2013,Kakanj,Total,Number,Both sexes,380
2013,Kakanj,Total,Number,M,204
2013,Kalesija,Total,Number,F,176
2013,Kalesija,Total,Number,Both sexes,1810
2013,Kalesija,Total,Number,M,915
2013,Kalinovik,Total,Number,F,895
2013,Kalinovik,Total,Number,Both sexes,657
2013,Kalinovik,Total,Number,M,341
2013,Kiseljak,Total,Number,F,316
2013,Kiseljak,Total,Number,Both sexes,1268
2013,Kiseljak,Total,Number,M,666
2013,Kladanj,Total,Number,F,602
2013,Kladanj,Total,Number,Both sexes,1054
2013,Kladanj,Total,Number,M,568
2013,Ključ,Total,Number,F,486
2013,Ključ,Total,Number,Both sexes,1920
2013,Ključ,Total,Number,M,935
2013,Kneževo,Total,Number,F,985
2013,Kneževo,Total,Number,Both sexes,5641
2013,Kneževo,Total,Number,M,2720
2013,Konjic,Total,Number,F,2921
2013,Konjic,Total,Number,Both sexes,627
2013,Konjic,Total,Number,M,313
2013,Kostajnica,Total,Number,F,314
2013,Kostajnica,Total,Number,Both sexes,269
2013,Kostajnica,Total,Number,M,137
2013,Kotor Varoš,Total,Number,F,132
2013,Kotor Varoš,Total,Number,Both sexes,99
2013,Kotor Varoš,Total,Number,M,54
2013,Kozarska Dubica,Total,Number,F,45
2013,Kozarska Dubica,Total,Number,Both sexes,299
2013,Kozarska Dubica,Total,Number,M,161
2013,Kreševo,Total,Number,F,138
2013,Kreševo,Total,Number,Both sexes,956
2013,Kreševo,Total,Number,M,473
2013,Krupa Na Uni,Total,Number,F,483
2013,Krupa Na Uni,Total,Number,Both sexes,253
2013,Krupa Na Uni,Total,Number,M,132
2013,Kupres - FBiH,Total,Number,F,121
2013,Kupres - FBiH,Total,Number,Both sexes,570
2013,Kupres - FBiH,Total,Number,M,289
2013,Kupres - RS,Total,Number,F,281
2013,Kupres - RS,Total,Number,Both sexes,150
2013,Kupres - RS,Total,Number,M,81
2013,Laktaši,Total,Number,F,69
2013,Laktaši,Total,Number,Both sexes,1649
2013,Laktaši,Total,Number,M,829
2013,Livno,Total,Number,F,820
2013,Livno,Total,Number,Both sexes,964
2013,Livno,Total,Number,M,481
2013,Lopare,Total,Number,F,483
2013,Lopare,Total,Number,Both sexes,710
2013,Lopare,Total,Number,M,375
2013,Lukavac,Total,Number,F,335
2013,Lukavac,Total,Number,Both sexes,275
2013,Lukavac,Total,Number,M,145
2013,Ljubinje,Total,Number,F,130
2013,Ljubinje,Total,Number,Both sexes,1814
2013,Ljubinje,Total,Number,M,858
2013,Ljubuški,Total,Number,F,956
2013,Ljubuški,Total,Number,Both sexes,1404
2013,Ljubuški,Total,Number,M,673
2013,Maglaj,Total,Number,F,731
2013,Maglaj,Total,Number,Both sexes,3043
2013,Maglaj,Total,Number,M,1431
2013,Milići,Total,Number,F,1612
2013,Milići,Total,Number,Both sexes,2538
2013,Milići,Total,Number,M,1181
2013,Modriča,Total,Number,F,1357
2013,Modriča,Total,Number,Both sexes,4300
2013,Modriča,Total,Number,M,2059
2013,Mostar,Total,Number,F,2241
2013,Mostar,Total,Number,Both sexes,1116
2013,Mostar,Total,Number,M,588
2013,Mrkonjić Grad,Total,Number,F,528
2013,Mrkonjić Grad,Total,Number,Both sexes,1673
2013,Mrkonjić Grad,Total,Number,M,822
2013,Neum,Total,Number,F,851
2013,Neum,Total,Number,Both sexes,328
2013,Neum,Total,Number,M,158
2013,Nevesinje,Total,Number,F,170
2013,Nevesinje,Total,Number,Both sexes,4655
2013,Nevesinje,Total,Number,M,2187
2013,Novi Grad,Total,Number,F,2468
2013,Novi Grad,Total,Number,Both sexes,1385
2013,Novi Grad,Total,Number,M,643
2013,Sarajevo - Novi Grad,Total,Number,F,742
2013,Sarajevo - Novi Grad,Total,Number,Both sexes,1330
2013,Sarajevo - Novi Grad,Total,Number,M,624
2013,Novi Travnik,Total,Number,F,706
2013,Novi Travnik,Total,Number,Both sexes,11
2013,Novi Travnik,Total,Number,M,5
2013,Novo Goražde,Total,Number,F,6
2013,Novo Goražde,Total,Number,Both sexes,10
2013,Novo Goražde,Total,Number,M,6
2013,Sarajevo - Novo Sarajevo,Total,Number,F,4
2013,Sarajevo - Novo Sarajevo,Total,Number,Both sexes,114
2013,Sarajevo - Novo Sarajevo,Total,Number,M,53
2013,Odžak,Total,Number,F,61
2013,Odžak,Total,Number,Both sexes,887
2013,Odžak,Total,Number,M,421
2013,Olovo,Total,Number,F,466
2013,Olovo,Total,Number,Both sexes,823
2013,Olovo,Total,Number,M,427
2013,Orašje,Total,Number,F,396
2013,Orašje,Total,Number,Both sexes,1857
2013,Orašje,Total,Number,M,905
2013,Osmaci,Total,Number,F,952
2013,Osmaci,Total,Number,Both sexes,87
2013,Osmaci,Total,Number,M,54
2013,Oštra Luka,Total,Number,F,33
2013,Oštra Luka,Total,Number,Both sexes,2527
2013,Oštra Luka,Total,Number,M,1212
2013,Pale - FBiH,Total,Number,F,1315
2013,Pale - FBiH,Total,Number,Both sexes,2195
2013,Pale - FBiH,Total,Number,M,1109
2013,Pale - RS,Total,Number,F,1086
2013,Pale - RS,Total,Number,Both sexes,216
2013,Pale - RS,Total,Number,M,109
2013,Pelagićevo,Total,Number,F,107
2013,Pelagićevo,Total,Number,Both sexes,1523
2013,Pelagićevo,Total,Number,M,762
2013,Petrovac,Total,Number,F,761
2013,Petrovac,Total,Number,Both sexes,912
2013,Petrovac,Total,Number,M,409
2013,Petrovo,Total,Number,F,503
2013,Petrovo,Total,Number,Both sexes,1152
2013,Petrovo,Total,Number,M,573
2013,Posušje,Total,Number,F,579
2013,Posušje,Total,Number,Both sexes,767
2013,Posušje,Total,Number,M,357
