Year,UNIT_MEASURE,Municipality,Sex,AGE,Value
2013,Number,Donji Vakuf,Both sexes,50-54,1130
2013,Number,Donji Vakuf,M,50-54,520
2013,Number,Donji Vakuf,F,50-54,610
2013,Number,Donji Žabar,Both sexes,50-54,261
2013,Number,Donji Žabar,M,50-54,138
2013,Number,Donji Žabar,F,50-54,123
2013,Number,Drvar,Both sexes,50-54,503
2013,Number,Drvar,M,50-54,262
2013,Number,Drvar,F,50-54,241
2013,Number,Foča - FBiH,Both sexes,50-54,135
2013,Number,Foča - FBiH,M,50-54,79
2013,Number,Foča - FBiH,F,50-54,56
2013,Number,Foča - RS,Both sexes,50-54,1469
2013,Number,Foča - RS,M,50-54,772
2013,Number,Foča - RS,F,50-54,697
2013,Number,Fojnica,Both sexes,50-54,1085
2013,Number,Fojnica,M,50-54,575
2013,Number,Fojnica,F,50-54,510
2013,Number,Gacko,Both sexes,50-54,776
2013,Number,Gacko,M,50-54,400
2013,Number,Gacko,F,50-54,376
2013,Number,Glamoč,Both sexes,50-54,256
2013,Number,Glamoč,M,50-54,148
2013,Number,Glamoč,F,50-54,108
2013,Number,Goražde,Both sexes,50-54,1715
2013,Number,Goražde,M,50-54,821
2013,Number,Goražde,F,50-54,894
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,50-54,1497
2013,Number,Gornji Vakuf-Uskoplje,M,50-54,781
2013,Number,Gornji Vakuf-Uskoplje,F,50-54,716
2013,Number,Gračanica,Both sexes,50-54,3546
2013,Number,Gračanica,M,50-54,1633
2013,Number,Gračanica,F,50-54,1913
2013,Number,Gradačac,Both sexes,50-54,2906
2013,Number,Gradačac,M,50-54,1388
2013,Number,Gradačac,F,50-54,1518
2013,Number,Gradiška,Both sexes,50-54,3780
2013,Number,Gradiška,M,50-54,1832
2013,Number,Gradiška,F,50-54,1948
2013,Number,Grude,Both sexes,50-54,1344
2013,Number,Grude,M,50-54,745
2013,Number,Grude,F,50-54,599
2013,Number,Sarajevo - Hadžići,Both sexes,50-54,1952
2013,Number,Sarajevo - Hadžići,M,50-54,941
2013,Number,Sarajevo - Hadžići,F,50-54,1011
2013,Number,Han Pijesak,Both sexes,50-54,326
2013,Number,Han Pijesak,M,50-54,171
2013,Number,Han Pijesak,F,50-54,155
2013,Number,Sarajevo - Ilidža,Both sexes,50-54,5065
2013,Number,Sarajevo - Ilidža,M,50-54,2472
2013,Number,Sarajevo - Ilidža,F,50-54,2593
2013,Number,Sarajevo - Ilijaš,Both sexes,50-54,1519
2013,Number,Sarajevo - Ilijaš,M,50-54,692
2013,Number,Sarajevo - Ilijaš,F,50-54,827
2013,Number,Istočna Ilidža,Both sexes,50-54,1159
2013,Number,Istočna Ilidža,M,50-54,541
2013,Number,Istočna Ilidža,F,50-54,618
2013,Number,Istočni Drvar,Both sexes,50-54,10
2013,Number,Istočni Drvar,M,50-54,9
2013,Number,Istočni Drvar,F,50-54,1
2013,Number,Istočni Mostar,Both sexes,50-54,15
2013,Number,Istočni Mostar,M,50-54,8
2013,Number,Istočni Mostar,F,50-54,7
2013,Number,Istočni Stari Grad,Both sexes,50-54,97
2013,Number,Istočni Stari Grad,M,50-54,47
2013,Number,Istočni Stari Grad,F,50-54,50
2013,Number,Istočno Novo Sarajevo,Both sexes,50-54,756
2013,Number,Istočno Novo Sarajevo,M,50-54,332
2013,Number,Istočno Novo Sarajevo,F,50-54,424
2013,Number,Jablanica,Both sexes,50-54,938
2013,Number,Jablanica,M,50-54,458
2013,Number,Jablanica,F,50-54,480
2013,Number,Jajce,Both sexes,50-54,1976
2013,Number,Jajce,M,50-54,999
2013,Number,Jajce,F,50-54,977
2013,Number,Jezero,Both sexes,50-54,107
2013,Number,Jezero,M,50-54,51
2013,Number,Jezero,F,50-54,56
2013,Number,Kakanj,Both sexes,50-54,3055
2013,Number,Kakanj,M,50-54,1527
2013,Number,Kakanj,F,50-54,1528
2013,Number,Kalesija,Both sexes,50-54,2670
2013,Number,Kalesija,M,50-54,1334
2013,Number,Kalesija,F,50-54,1336
2013,Number,Kalinovik,Both sexes,50-54,180
2013,Number,Kalinovik,M,50-54,103
2013,Number,Kalinovik,F,50-54,77
2013,Number,Kiseljak,Both sexes,50-54,1615
2013,Number,Kiseljak,M,50-54,806
2013,Number,Kiseljak,F,50-54,809
2013,Number,Kladanj,Both sexes,50-54,1001
2013,Number,Kladanj,M,50-54,494
2013,Number,Kladanj,F,50-54,507
2013,Number,Ključ,Both sexes,50-54,1311
2013,Number,Ključ,M,50-54,671
2013,Number,Ključ,F,50-54,640
2013,Number,Kneževo,Both sexes,50-54,819
2013,Number,Kneževo,M,50-54,420
2013,Number,Kneževo,F,50-54,399
2013,Number,Konjic,Both sexes,50-54,1920
2013,Number,Konjic,M,50-54,960
2013,Number,Konjic,F,50-54,960
2013,Number,Kostajnica,Both sexes,50-54,512
2013,Number,Kostajnica,M,50-54,236
2013,Number,Kostajnica,F,50-54,276
2013,Number,Kotor Varoš,Both sexes,50-54,1486
2013,Number,Kotor Varoš,M,50-54,753
2013,Number,Kotor Varoš,F,50-54,733
2013,Number,Kozarska Dubica,Both sexes,50-54,1871
2013,Number,Kozarska Dubica,M,50-54,932
2013,Number,Kozarska Dubica,F,50-54,939
2013,Number,Kreševo,Both sexes,50-54,474
2013,Number,Kreševo,M,50-54,243
2013,Number,Kreševo,F,50-54,231
2013,Number,Krupa Na Uni,Both sexes,50-54,122
2013,Number,Krupa Na Uni,M,50-54,78
2013,Number,Krupa Na Uni,F,50-54,44
2013,Number,Kupres - FBiH,Both sexes,50-54,487
2013,Number,Kupres - FBiH,M,50-54,267
2013,Number,Kupres - FBiH,F,50-54,220
2013,Number,Kupres - RS,Both sexes,50-54,17
2013,Number,Kupres - RS,M,50-54,11
2013,Number,Kupres - RS,F,50-54,6
2013,Number,Laktaši,Both sexes,50-54,2617
2013,Number,Laktaši,M,50-54,1294
2013,Number,Laktaši,F,50-54,1323
2013,Number,Livno,Both sexes,50-54,2616
2013,Number,Livno,M,50-54,1377
2013,Number,Livno,F,50-54,1239
2013,Number,Lopare,Both sexes,50-54,1384
2013,Number,Lopare,M,50-54,766
2013,Number,Lopare,F,50-54,618
2013,Number,Lukavac,Both sexes,50-54,4135
2013,Number,Lukavac,M,50-54,2031
2013,Number,Lukavac,F,50-54,2104
2013,Number,Ljubinje,Both sexes,50-54,283
2013,Number,Ljubinje,M,50-54,138
2013,Number,Ljubinje,F,50-54,145
2013,Number,Ljubuški,Both sexes,50-54,2059
2013,Number,Ljubuški,M,50-54,1089
2013,Number,Ljubuški,F,50-54,970
2013,Number,Maglaj,Both sexes,50-54,1865
2013,Number,Maglaj,M,50-54,905
2013,Number,Maglaj,F,50-54,960
2013,Number,Milići,Both sexes,50-54,961
2013,Number,Milići,M,50-54,444
2013,Number,Milići,F,50-54,517
2013,Number,Modriča,Both sexes,50-54,2070
2013,Number,Modriča,M,50-54,1022
2013,Number,Modriča,F,50-54,1048
2013,Number,Mostar,Both sexes,50-54,8226
2013,Number,Mostar,M,50-54,3958
2013,Number,Mostar,F,50-54,4268
2013,Number,Mrkonjić Grad,Both sexes,50-54,1154
2013,Number,Mrkonjić Grad,M,50-54,539
2013,Number,Mrkonjić Grad,F,50-54,615
2013,Number,Neum,Both sexes,50-54,429
2013,Number,Neum,M,50-54,213
2013,Number,Neum,F,50-54,216
2013,Number,Nevesinje,Both sexes,50-54,958
2013,Number,Nevesinje,M,50-54,526
2013,Number,Nevesinje,F,50-54,432
2013,Number,Novi Grad,Both sexes,50-54,2386
2013,Number,Novi Grad,M,50-54,1253
2013,Number,Novi Grad,F,50-54,1133
2013,Number,Sarajevo - Novi Grad,Both sexes,50-54,8559
2013,Number,Sarajevo - Novi Grad,M,50-54,3915
2013,Number,Sarajevo - Novi Grad,F,50-54,4644
2013,Number,Novi Travnik,Both sexes,50-54,1917
2013,Number,Novi Travnik,M,50-54,927
2013,Number,Novi Travnik,F,50-54,990
2013,Number,Novo Goražde,Both sexes,50-54,255
2013,Number,Novo Goražde,M,50-54,130
2013,Number,Novo Goražde,F,50-54,125
2013,Number,Sarajevo - Novo Sarajevo,Both sexes,50-54,4908
2013,Number,Sarajevo - Novo Sarajevo,M,50-54,2285
2013,Number,Sarajevo - Novo Sarajevo,F,50-54,2623
2013,Number,Odžak,Both sexes,50-54,1572
2013,Number,Odžak,M,50-54,806
2013,Number,Odžak,F,50-54,766
2013,Number,Olovo,Both sexes,50-54,959
2013,Number,Olovo,M,50-54,495
2013,Number,Olovo,F,50-54,464
2013,Number,Orašje,Both sexes,50-54,1602
2013,Number,Orašje,M,50-54,868
2013,Number,Orašje,F,50-54,734
2013,Number,Osmaci,Both sexes,50-54,492
2013,Number,Osmaci,M,50-54,271
2013,Number,Osmaci,F,50-54,221
2013,Number,Oštra Luka,Both sexes,50-54,211
2013,Number,Oštra Luka,M,50-54,129
2013,Number,Oštra Luka,F,50-54,82
2013,Number,Pale - FBiH,Both sexes,50-54,64
2013,Number,Pale - FBiH,M,50-54,39
2013,Number,Pale - FBiH,F,50-54,25
2013,Number,Pale - RS,Both sexes,50-54,1689
2013,Number,Pale - RS,M,50-54,775
2013,Number,Pale - RS,F,50-54,914
2013,Number,Pelagićevo,Both sexes,50-54,387
2013,Number,Pelagićevo,M,50-54,222
2013,Number,Pelagićevo,F,50-54,165
2013,Number,Petrovac,Both sexes,50-54,23
2013,Number,Petrovac,M,50-54,14
2013,Number,Petrovac,F,50-54,9
2013,Number,Petrovo,Both sexes,50-54,574
2013,Number,Petrovo,M,50-54,267
2013,Number,Petrovo,F,50-54,307
2013,Number,Posušje,Both sexes,50-54,1442
2013,Number,Posušje,M,50-54,756
2013,Number,Posušje,F,50-54,686
2013,Number,Prijedor,Both sexes,50-54,7244
2013,Number,Prijedor,M,50-54,3689
2013,Number,Prijedor,F,50-54,3555
2013,Number,Prnjavor,Both sexes,50-54,2618
2013,Number,Prnjavor,M,50-54,1352
2013,Number,Prnjavor,F,50-54,1266
2013,Number,Prozor,Both sexes,50-54,1048
2013,Number,Prozor,M,50-54,526
2013,Number,Prozor,F,50-54,522
2013,Number,Ravno,Both sexes,50-54,275
2013,Number,Ravno,M,50-54,154
2013,Number,Ravno,F,50-54,121
2013,Number,Ribnik,Both sexes,50-54,445
2013,Number,Ribnik,M,50-54,244
2013,Number,Ribnik,F,50-54,201
2013,Number,Rogatica,Both sexes,50-54,835
2013,Number,Rogatica,M,50-54,429
2013,Number,Rogatica,F,50-54,406
2013,Number,Rudo,Both sexes,50-54,663
2013,Number,Rudo,M,50-54,346
2013,Number,Rudo,F,50-54,317
2013,Number,Sanski Most,Both sexes,50-54,3391
2013,Number,Sanski Most,M,50-54,1709
2013,Number,Sanski Most,F,50-54,1682
2013,Number,Sapna,Both sexes,50-54,729
2013,Number,Sapna,M,50-54,364
2013,Number,Sapna,F,50-54,365
2013,Number,Sokolac,Both sexes,50-54,992
2013,Number,Sokolac,M,50-54,484
2013,Number,Sokolac,F,50-54,508
2013,Number,Srbac,Both sexes,50-54,1243
2013,Number,Srbac,M,50-54,638
2013,Number,Srbac,F,50-54,605
2013,Number,Srebrenica,Both sexes,50-54,1024
2013,Number,Srebrenica,M,50-54,526
2013,Number,Srebrenica,F,50-54,498
2013,Number,Srebrenik,Both sexes,50-54,3106
2013,Number,Srebrenik,M,50-54,1532
2013,Number,Srebrenik,F,50-54,1574
2013,Number,Sarajevo - Stari Grad,Both sexes,50-54,2918
2013,Number,Sarajevo - Stari Grad,M,50-54,1324
2013,Number,Sarajevo - Stari Grad,F,50-54,1594
2013,Number,Stolac,Both sexes,50-54,1150
2013,Number,Stolac,M,50-54,617
2013,Number,Stolac,F,50-54,533
2013,Number,Šamac,Both sexes,50-54,1434
2013,Number,Šamac,M,50-54,685
2013,Number,Šamac,F,50-54,749
2013,Number,Šekovići,Both sexes,50-54,603
2013,Number,Šekovići,M,50-54,325
2013,Number,Šekovići,F,50-54,278
2013,Number,Šipovo,Both sexes,50-54,825
2013,Number,Šipovo,M,50-54,431
2013,Number,Šipovo,F,50-54,394
2013,Number,Široki Brijeg,Both sexes,50-54,2154
2013,Number,Široki Brijeg,M,50-54,1171
2013,Number,Široki Brijeg,F,50-54,983
2013,Number,Teočak,Both sexes,50-54,591
2013,Number,Teočak,M,50-54,302
2013,Number,Teočak,F,50-54,289
2013,Number,Teslić,Both sexes,50-54,2920
2013,Number,Teslić,M,50-54,1401
2013,Number,Teslić,F,50-54,1519
2013,Number,Tešanj,Both sexes,50-54,3156
2013,Number,Tešanj,M,50-54,1548
2013,Number,Tešanj,F,50-54,1608
2013,Number,Tomislavgrad,Both sexes,50-54,2291
2013,Number,Tomislavgrad,M,50-54,1247
2013,Number,Tomislavgrad,F,50-54,1044
2013,Number,Travnik,Both sexes,50-54,4039
2013,Number,Travnik,M,50-54,1915
2013,Number,Travnik,F,50-54,2124
2013,Number,Trebinje,Both sexes,50-54,2248
2013,Number,Trebinje,M,50-54,1048
2013,Number,Trebinje,F,50-54,1200
2013,Number,Trnovo - FBiH,Both sexes,50-54,113
2013,Number,Trnovo - FBiH,M,50-54,62
2013,Number,Trnovo - FBiH,F,50-54,51
2013,Number,Trnovo - RS,Both sexes,50-54,179
2013,Number,Trnovo - RS,M,50-54,81
2013,Number,Trnovo - RS,F,50-54,98
2013,Number,Tuzla,Both sexes,50-54,9910
2013,Number,Tuzla,M,50-54,4654
2013,Number,Tuzla,F,50-54,5256
2013,Number,Ugljevik,Both sexes,50-54,1373
2013,Number,Ugljevik,M,50-54,738
2013,Number,Ugljevik,F,50-54,635
2013,Number,Usora,Both sexes,50-54,525
2013,Number,Usora,M,50-54,285
2013,Number,Usora,F,50-54,240
2013,Number,Vareš,Both sexes,50-54,850
2013,Number,Vareš,M,50-54,448
2013,Number,Vareš,F,50-54,402
2013,Number,Velika Kladuša,Both sexes,50-54,2659
2013,Number,Velika Kladuša,M,50-54,1212
2013,Number,Velika Kladuša,F,50-54,1447
2013,Number,Visoko,Both sexes,50-54,3065
2013,Number,Visoko,M,50-54,1492
2013,Number,Visoko,F,50-54,1573
2013,Number,Višegrad,Both sexes,50-54,886
2013,Number,Višegrad,M,50-54,425
2013,Number,Višegrad,F,50-54,461
2013,Number,Vitez,Both sexes,50-54,2105
2013,Number,Vitez,M,50-54,1032
2013,Number,Vitez,F,50-54,1073
2013,Number,Vlasenica,Both sexes,50-54,921
2013,Number,Vlasenica,M,50-54,436
2013,Number,Vlasenica,F,50-54,485
2013,Number,Sarajevo - Vogošća,Both sexes,50-54,2046
2013,Number,Sarajevo - Vogošća,M,50-54,952
2013,Number,Sarajevo - Vogošća,F,50-54,1094
2013,Number,Vukosavlje,Both sexes,50-54,338
2013,Number,Vukosavlje,M,50-54,175
2013,Number,Vukosavlje,F,50-54,163
2013,Number,Zavidovići,Both sexes,50-54,2991
2013,Number,Zavidovići,M,50-54,1462
2013,Number,Zavidovići,F,50-54,1529
2013,Number,Zenica,Both sexes,50-54,9067
2013,Number,Zenica,M,50-54,4379
2013,Number,Zenica,F,50-54,4688
2013,Number,Zvornik,Both sexes,50-54,4664
2013,Number,Zvornik,M,50-54,2256
2013,Number,Zvornik,F,50-54,2408
2013,Number,Žepče,Both sexes,50-54,2372
2013,Number,Žepče,M,50-54,1230
2013,Number,Žepče,F,50-54,1142
2013,Number,Živinice,Both sexes,50-54,4881
2013,Number,Živinice,M,50-54,2366
2013,Number,Živinice,F,50-54,2515
2013,Number,Banja Luka,Both sexes,55-59,14345
2013,Number,Banja Luka,M,55-59,6705
2013,Number,Banja Luka,F,55-59,7640
2013,Number,Banovići,Both sexes,55-59,1726
2013,Number,Banovići,M,55-59,826
2013,Number,Banovići,F,55-59,900
2013,Number,Berkovići,Both sexes,55-59,123
2013,Number,Berkovići,M,55-59,56
2013,Number,Berkovići,F,55-59,67
2013,Number,Bihać,Both sexes,55-59,3766
2013,Number,Bihać,M,55-59,1800
2013,Number,Bihać,F,55-59,1966
2013,Number,Bijeljina,Both sexes,55-59,8270
2013,Number,Bijeljina,M,55-59,4039
2013,Number,Bijeljina,F,55-59,4231
2013,Number,Bileća,Both sexes,55-59,782
2013,Number,Bileća,M,55-59,387
2013,Number,Bileća,F,55-59,395
2013,Number,Bosanska Krupa,Both sexes,55-59,1714
2013,Number,Bosanska Krupa,M,55-59,816
2013,Number,Bosanska Krupa,F,55-59,898
2013,Number,Bosanski Petrovac,Both sexes,55-59,623
2013,Number,Bosanski Petrovac,M,55-59,325
2013,Number,Bosanski Petrovac,F,55-59,298
2013,Number,Bosansko Grahovo,Both sexes,55-59,232
2013,Number,Bosansko Grahovo,M,55-59,143
2013,Number,Bosansko Grahovo,F,55-59,89
2013,Number,Bratunac,Both sexes,55-59,1575
2013,Number,Bratunac,M,55-59,775
2013,Number,Bratunac,F,55-59,800
2013,Number,Brčko,Both sexes,55-59,5775
2013,Number,Brčko,M,55-59,2862
2013,Number,Brčko,F,55-59,2913
2013,Number,Breza,Both sexes,55-59,1174
2013,Number,Breza,M,55-59,591
2013,Number,Breza,F,55-59,583
2013,Number,Brod,Both sexes,55-59,1234
2013,Number,Brod,M,55-59,596
2013,Number,Brod,F,55-59,638
2013,Number,Bugojno,Both sexes,55-59,2138
2013,Number,Bugojno,M,55-59,1030
2013,Number,Bugojno,F,55-59,1108
2013,Number,Busovača,Both sexes,55-59,1223
2013,Number,Busovača,M,55-59,615
2013,Number,Busovača,F,55-59,608
2013,Number,Bužim,Both sexes,55-59,917
2013,Number,Bužim,M,55-59,463
2013,Number,Bužim,F,55-59,454
2013,Number,Cazin,Both sexes,55-59,3514
2013,Number,Cazin,M,55-59,1717
2013,Number,Cazin,F,55-59,1797
2013,Number,Sarajevo - Centar,Both sexes,55-59,4539
2013,Number,Sarajevo - Centar,M,55-59,2033
2013,Number,Sarajevo - Centar,F,55-59,2506
2013,Number,Čajniče,Both sexes,55-59,380
2013,Number,Čajniče,M,55-59,204
2013,Number,Čajniče,F,55-59,176
2013,Number,Čapljina,Both sexes,55-59,1810
2013,Number,Čapljina,M,55-59,915
2013,Number,Čapljina,F,55-59,895
2013,Number,Čelić,Both sexes,55-59,657
2013,Number,Čelić,M,55-59,341
2013,Number,Čelić,F,55-59,316
2013,Number,Čelinac,Both sexes,55-59,1268
2013,Number,Čelinac,M,55-59,666
2013,Number,Čelinac,F,55-59,602
2013,Number,Čitluk,Both sexes,55-59,1054
2013,Number,Čitluk,M,55-59,568
2013,Number,Čitluk,F,55-59,486
2013,Number,Derventa,Both sexes,55-59,1920
2013,Number,Derventa,M,55-59,935
2013,Number,Derventa,F,55-59,985
2013,Number,Doboj,Both sexes,55-59,5641
2013,Number,Doboj,M,55-59,2720
2013,Number,Doboj,F,55-59,2921
2013,Number,Doboj-Istok,Both sexes,55-59,627
2013,Number,Doboj-Istok,M,55-59,313
2013,Number,Doboj-Istok,F,55-59,314
2013,Number,Doboj-Jug,Both sexes,55-59,269
2013,Number,Doboj-Jug,M,55-59,137
2013,Number,Doboj-Jug,F,55-59,132
2013,Number,Dobretići,Both sexes,55-59,99
2013,Number,Dobretići,M,55-59,54
2013,Number,Dobretići,F,55-59,45
2013,Number,Domaljevac-Šamac,Both sexes,55-59,299
2013,Number,Domaljevac-Šamac,M,55-59,161
2013,Number,Domaljevac-Šamac,F,55-59,138
2013,Number,Donji Vakuf,Both sexes,55-59,956
2013,Number,Donji Vakuf,M,55-59,473
2013,Number,Donji Vakuf,F,55-59,483
2013,Number,Donji Žabar,Both sexes,55-59,253
2013,Number,Donji Žabar,M,55-59,132
2013,Number,Donji Žabar,F,55-59,121
2013,Number,Drvar,Both sexes,55-59,570
2013,Number,Drvar,M,55-59,289
2013,Number,Drvar,F,55-59,281
2013,Number,Foča - FBiH,Both sexes,55-59,150
2013,Number,Foča - FBiH,M,55-59,81
2013,Number,Foča - FBiH,F,55-59,69
2013,Number,Foča - RS,Both sexes,55-59,1649
2013,Number,Foča - RS,M,55-59,829
2013,Number,Foča - RS,F,55-59,820
2013,Number,Fojnica,Both sexes,55-59,964
2013,Number,Fojnica,M,55-59,481
2013,Number,Fojnica,F,55-59,483
2013,Number,Gacko,Both sexes,55-59,710
2013,Number,Gacko,M,55-59,375
2013,Number,Gacko,F,55-59,335
2013,Number,Glamoč,Both sexes,55-59,275
2013,Number,Glamoč,M,55-59,145
2013,Number,Glamoč,F,55-59,130
2013,Number,Goražde,Both sexes,55-59,1814
2013,Number,Goražde,M,55-59,858
2013,Number,Goražde,F,55-59,956
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,55-59,1404
2013,Number,Gornji Vakuf-Uskoplje,M,55-59,673
2013,Number,Gornji Vakuf-Uskoplje,F,55-59,731
2013,Number,Gračanica,Both sexes,55-59,3043
2013,Number,Gračanica,M,55-59,1431
2013,Number,Gračanica,F,55-59,1612
2013,Number,Gradačac,Both sexes,55-59,2538
2013,Number,Gradačac,M,55-59,1181
2013,Number,Gradačac,F,55-59,1357
2013,Number,Gradiška,Both sexes,55-59,4300
2013,Number,Gradiška,M,55-59,2059
2013,Number,Gradiška,F,55-59,2241
2013,Number,Grude,Both sexes,55-59,1116
2013,Number,Grude,M,55-59,588
2013,Number,Grude,F,55-59,528
2013,Number,Sarajevo - Hadžići,Both sexes,55-59,1673
2013,Number,Sarajevo - Hadžići,M,55-59,822
2013,Number,Sarajevo - Hadžići,F,55-59,851
2013,Number,Han Pijesak,Both sexes,55-59,328
2013,Number,Han Pijesak,M,55-59,158
2013,Number,Han Pijesak,F,55-59,170
2013,Number,Sarajevo - Ilidža,Both sexes,55-59,4655
2013,Number,Sarajevo - Ilidža,M,55-59,2187
2013,Number,Sarajevo - Ilidža,F,55-59,2468
2013,Number,Sarajevo - Ilijaš,Both sexes,55-59,1385
2013,Number,Sarajevo - Ilijaš,M,55-59,643
2013,Number,Sarajevo - Ilijaš,F,55-59,742
2013,Number,Istočna Ilidža,Both sexes,55-59,1330
2013,Number,Istočna Ilidža,M,55-59,624
2013,Number,Istočna Ilidža,F,55-59,706
2013,Number,Istočni Drvar,Both sexes,55-59,11
2013,Number,Istočni Drvar,M,55-59,5
2013,Number,Istočni Drvar,F,55-59,6
2013,Number,Istočni Mostar,Both sexes,55-59,10
2013,Number,Istočni Mostar,M,55-59,6
2013,Number,Istočni Mostar,F,55-59,4
2013,Number,Istočni Stari Grad,Both sexes,55-59,114
2013,Number,Istočni Stari Grad,M,55-59,53
2013,Number,Istočni Stari Grad,F,55-59,61
2013,Number,Istočno Novo Sarajevo,Both sexes,55-59,887
2013,Number,Istočno Novo Sarajevo,M,55-59,421
2013,Number,Istočno Novo Sarajevo,F,55-59,466
2013,Number,Jablanica,Both sexes,55-59,823
2013,Number,Jablanica,M,55-59,427
2013,Number,Jablanica,F,55-59,396
2013,Number,Jajce,Both sexes,55-59,1857
2013,Number,Jajce,M,55-59,905
2013,Number,Jajce,F,55-59,952
2013,Number,Jezero,Both sexes,55-59,87
2013,Number,Jezero,M,55-59,54
2013,Number,Jezero,F,55-59,33
2013,Number,Kakanj,Both sexes,55-59,2527
2013,Number,Kakanj,M,55-59,1212
2013,Number,Kakanj,F,55-59,1315
2013,Number,Kalesija,Both sexes,55-59,2195
2013,Number,Kalesija,M,55-59,1109
2013,Number,Kalesija,F,55-59,1086
2013,Number,Kalinovik,Both sexes,55-59,216
2013,Number,Kalinovik,M,55-59,109
2013,Number,Kalinovik,F,55-59,107
2013,Number,Kiseljak,Both sexes,55-59,1523
2013,Number,Kiseljak,M,55-59,762
2013,Number,Kiseljak,F,55-59,761
2013,Number,Kladanj,Both sexes,55-59,912
2013,Number,Kladanj,M,55-59,409
2013,Number,Kladanj,F,55-59,503
2013,Number,Ključ,Both sexes,55-59,1152
2013,Number,Ključ,M,55-59,573
2013,Number,Ključ,F,55-59,579
2013,Number,Kneževo,Both sexes,55-59,767
2013,Number,Kneževo,M,55-59,357
2013,Number,Kneževo,F,55-59,410
2013,Number,Konjic,Both sexes,55-59,1876
2013,Number,Konjic,M,55-59,925
2013,Number,Konjic,F,55-59,951
2013,Number,Kostajnica,Both sexes,55-59,519
2013,Number,Kostajnica,M,55-59,274
2013,Number,Kostajnica,F,55-59,245
2013,Number,Kotor Varoš,Both sexes,55-59,1305
2013,Number,Kotor Varoš,M,55-59,617
2013,Number,Kotor Varoš,F,55-59,688
2013,Number,Kozarska Dubica,Both sexes,55-59,1898
2013,Number,Kozarska Dubica,M,55-59,967
2013,Number,Kozarska Dubica,F,55-59,931
2013,Number,Kreševo,Both sexes,55-59,405
2013,Number,Kreševo,M,55-59,205
2013,Number,Kreševo,F,55-59,200
2013,Number,Krupa Na Uni,Both sexes,55-59,118
2013,Number,Krupa Na Uni,M,55-59,74
2013,Number,Krupa Na Uni,F,55-59,44
2013,Number,Kupres - FBiH,Both sexes,55-59,381
2013,Number,Kupres - FBiH,M,55-59,203
2013,Number,Kupres - FBiH,F,55-59,178
2013,Number,Kupres - RS,Both sexes,55-59,19
2013,Number,Kupres - RS,M,55-59,13
2013,Number,Kupres - RS,F,55-59,6
2013,Number,Laktaši,Both sexes,55-59,2630
2013,Number,Laktaši,M,55-59,1307
2013,Number,Laktaši,F,55-59,1323
2013,Number,Livno,Both sexes,55-59,2371
2013,Number,Livno,M,55-59,1219
2013,Number,Livno,F,55-59,1152
2013,Number,Lopare,Both sexes,55-59,1257
2013,Number,Lopare,M,55-59,677
2013,Number,Lopare,F,55-59,580
2013,Number,Lukavac,Both sexes,55-59,3568
2013,Number,Lukavac,M,55-59,1719
2013,Number,Lukavac,F,55-59,1849
2013,Number,Ljubinje,Both sexes,55-59,285
2013,Number,Ljubinje,M,55-59,155
2013,Number,Ljubinje,F,55-59,130
2013,Number,Ljubuški,Both sexes,55-59,1797
2013,Number,Ljubuški,M,55-59,957
2013,Number,Ljubuški,F,55-59,840
2013,Number,Maglaj,Both sexes,55-59,1705
2013,Number,Maglaj,M,55-59,814
2013,Number,Maglaj,F,55-59,891
2013,Number,Milići,Both sexes,55-59,896
2013,Number,Milići,M,55-59,458
2013,Number,Milići,F,55-59,438
2013,Number,Modriča,Both sexes,55-59,1980
2013,Number,Modriča,M,55-59,969
2013,Number,Modriča,F,55-59,1011
2013,Number,Mostar,Both sexes,55-59,7691
